Servent_ID,Servant_Name,Rarity,Servent_Summon,Servent_Class,Servent_JPName,Servent_AKA,Servent_Cost,ATKLevel1,ATKMaxLevel,HPLevel1,HPMaxLevel,ATKLevel100,HPLevel100,ATKLevel120,HPLevel120,VoiceActor,Illustrator,Servent_Attribute,StarAbsorption,StarGeneration,NPChargeATK,NPChargeDEF,DeathRate,Servent_Alignments,ServentGender,ServentTraits,QuickHits,ArtsHits,BusterHits,ExtraHits,NPDamageType,NPRank,NPClassification,NPHit-Count
359,Thrúd (Assassin),4-Star,Event-Obtain,Assassin,スルーズ; リンド,Rindr,12,1623,9741,1692,10580,11794,12828,13848,15077,Amamiya Sora,Takeuchi Takashi,Sky,100,25.50%,0.23%,4%,31.60%,Lawful Summer,Female,"Costume-Owning, Divine Spirit, Divinity, Humanoid, Levitating Servant, Non-Hominidae Servant, Servant, Seven Knights Servant, Summer Mode Servant, Valkyrie (Trait), Weak to Enuma Elish",3,4,3,5,Arts,B,Anti-Army,10
360,Hildr (Assassin),4-Star,Event-Obtain,Assassin,ヒルド; エルルーン,Ölrún,12,1623,9741,1692,10580,11794,12828,13848,15077,Komatsu Mikako,Takeuchi Takashi,Sky,100,25.50%,0.23%,4%,31.60%,Lawful Summer,Female,"Costume-Owning, Divine Spirit, Divinity, Humanoid, Levitating Servant, Non-Hominidae Servant, Servant, Seven Knights Servant, Summer Mode Servant, Valkyrie (Trait), Weak to Enuma Elish",3,4,3,5,Arts,B,Anti-Army,10
361,Ortlinde (Assassin),4-Star,Event-Obtain,Assassin,オルトリンデ; ゲイルスケグル,Geirskögul,12,1623,9741,1692,10580,11794,12828,13848,15077,Tanaka Minami,Takeuchi Takashi,Sky,100,25.50%,0.23%,4%,31.60%,Lawful Summer,Female,"Costume-Owning, Divine Spirit, Divinity, Humanoid, Levitating Servant, Non-Hominidae Servant, Servant, Seven Knights Servant, Summer Mode Servant, Valkyrie (Trait), Weak to Enuma Elish",3,4,3,5,Arts,B,Anti-Army,10
362,Sen no Rikyū,5-Star,Limited,Berserker,千利休,Rikyū-san (利休さん?); Komahime (駒姫?),16,1926,12463,1764,12028,13643,13177,16013,15486,Sonozaki Mie,Shikiso,Man,9,4.90%,0.70%,5%,45.50%,Chaotic Evil,Female,"Hominidae Servant, Humanoid, Levitating Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",5,3,3,5,Quick,C,Barrier,6
363,Yamanami Keisuke,4-Star,Limited,Saber,山南敬助,Sannan,12,1454,8726,1999,12498,10565,15154,12405,17810,Hirakawa Daisuke,Kibadori Rue,Man,98,9.90%,0.81%,3%,35%,Lawful Good,Male,"Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant, Shinsengumi Servant, Weak to Enuma Elish",3,2,3,5,Arts,D,Anti-Army,－
364,Iyo,4-Star,Event-Obtain,Ruler,壱与,-,12,1496,8977,1881,11756,10869,14254,12762,16752,Ozawa Ari,toi8,Earth,99,10.10%,0.41%,3%,24.50%,Lawful Evil,Female,"Costume-Owning, Hominidae Servant, Humanoid, King, Servant, Weak to Enuma Elish",4,4,3,5,Arts,C,Anti-Army,4
365,Huyan Zhuo,5-Star,Limited,Assassin,呼延灼,"Assassin of Mt. Liang (梁山泊のアサシン?), Koen Shaku, Double-Clubs, Heavenly Force Star",16,1700,11004,1965,13402,12046,14682,14139,17256,Iwami Manaka,Toridamono,Man,98,25.50%,0.53%,4%,49.50%,Chaotic Evil,Female,"Animal Characteristics Servant, Demonic, Hominidae Servant, Humanoid, Loved One, Mount Liang, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish, Wild Beast",4,4,3,5,Quick,B-,Anti-Army,8
366,Huang Feihu,4-Star,Non-Limited,Rider,黄飛虎,Kou Hiko,12,1469,8817,1958,12240,10676,14841,12535,17442,"Kasama Jun, Saiga Mitsuki",Araya,Earth,200,9%,0.42%,3%,45%,Chaotic Good,Male,"Divinity, Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,4,3,5,Buster,A,Anti-Unit,5
367,Nine-Tattoo Dragon Eliza,4-Star,Event-Obtain,Pretender,九紋竜エリザ,Nine-Tattoo Dragon Shi Jin (九紋龍史進?),12,1606,9639,1768,11055,11671,13404,13703,15754,Ookubo Rumi,Wada Arco,Man,104,20%,0.77%,3%,21%,Chaotic Evil,Female,"Child Servant, Dragon, Hominidae Servant, Humanoid, Loved One, Mount Liang, Servant, Weak to Enuma Elish",4,3,3,5,Buster,A-,Anti-Song Dynasty,9
368,Britomart,5-Star,Limited,Lancer,ブリトマート,-,16,1832,11858,2070,14114,12980,15462,15236,18172,Wakabayashi Naomi,MatsuRyuu,Earth,90,11.80%,0.72%,4%,28%,Lawful Good,Female,"Fae, Loved One, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Quick,B,Anti-Unit / Anti-Army,6
369,Grigori Rasputin,5-Star,Limited,Alter Ego,グレゴリー・ラスプーチン; 言峰神父; 言峰綺礼,"Father Kotomine, Kotomine Kirei",16,1716,11107,2069,14107,12158,15455,14271,18163,Nakata Jouji,Takeuchi Takashi,Earth,98,10%,0.42%,4%,45%,Lawful Evil,Male,"Dragon, Hominidae Servant, Humanoid, Moon, Pseudo-Servant, Servant, Weak to Enuma Elish",5,4,4,5,Arts,A,Anti-World,4
370,Nitocris (Alter),5-Star,Non-Limited,Avenger,ニトクリス〔オルタ〕,Nitocris—Anubis,16,1949,12612,1802,12289,13806,13463,16205,15823,Tanaka Minami,Shimaudon,Sky,31,6%,0.37%,5%,5%,Chaotic Evil,Female,"Divine Spirit, Divinity, Hominidae Servant, Humanoid, King, Levitating Servant, Servant, Weak to Enuma Elish",3,4,3,5,Arts,A,Anti-Unit / Anti-Army,4
371,Tezcatlipoca,5-Star,Limited,Assassin,テスカトリポカ,"Smoking Mirror, Black Tezcatlipoca, Red Tezcatlipoca, Grand Assassin",16,1697,10982,2131,14535,12021,15924,14111,18715,Mikami Satoshi,Tajima Shou,Sky,99,25.50%,0.41%,4%,33%,Chaotic Good,Male,"Costume-Owning, Divine Spirit, Divinity, Humanoid, Immune to Pigify, Living Human, Non-Hominidae Servant, Pseudo-Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,4,6,Arts,B,Anti-World,4
372,Tenochtitlan,4-Star,Non-Limited,Pretender,トラロック; ウィツィロポチトリ; テノチティトラン,"Tlaloc, Huitzilopochtli, Hummingbird",12,1453,8721,1975,12344,10559,14967,12398,17590,Honda Mariko,Saitou Hiroki (LASENGLE),Earth,97,19.80%,0.58%,3%,21%,Lawful Good,Female,"Divinity, Humanoid, Immune to Pigify, Non-Hominidae Servant, Servant, Weak to Enuma Elish",4,3,3,5,Quick,D,Anti-Army,6
373,Kukulkan,5-Star,Limited,Foreigner,ククルカン; オルト・ククルカン,"Sun of Nahui Mictlan,Teaching of the Sun(太陽の教え), ORT—Kukulkan, Archetype: ORT",16,1944,12584,1960,13365,13775,14642,16169,17208,Suwa Ayaka,Hiroe Rei,Star,153,15%,0.78%,3%,5%,Lawful Good,Female,"Enuma Elish Nullification, Humanoid, Immune to Pigify, Non-Hominidae Servant, Servant",4,3,3,5,Buster,EX,Anti-World,5 Hits
374,Popess Johanna,5-Star,Limited,Ruler,女教皇ヨハンナ,"Pope Joan, Ioanna Papissa, Ioannes Anglicus",16,1564,10126,2286,15592,11084,17082,13011,20076,Hioka Natsumi,Takenashi Eri,Earth,104,9.90%,0.55%,3%,21%,Lawful Good,Female,"Hominidae Servant, Humanoid, Roman, Servant, Weak to Enuma Elish",4,3,3,5,Arts,A,Anti-Unit (Self),3
375,Takasugi Shinsaku,5-Star,Limited,Archer,高杉晋作,-,16,1888,12218,1901,12965,13374,14204,15699,16693,Kakihara Tetsuya,TAKOLEGS,Man,149,8%,0.57%,3%,36%,Chaotic Good,Male,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,4,4,5,Quick,B+,Anti-Army,8
376,Larva/Tiamat,5-Star,Limited,Alter Ego,ラーヴァ／ティアマト,Tiamat (during battle),16,1768,11444,2069,14107,12527,15455,14704,18163,Yūki Aoi,Yamanaka Kotetsu,Star,104,9.80%,0.44%,4%,30%,Chaotic Evil,Female,"Animal Characteristics Servant, Demonic Beast Servant, Divine Spirit, Divinity, Dragon, Enuma Elish Nullification, Goddess Servant, Non-Hominidae Servant, Obstacle Maker, Servant, Super Large",4,4,3,5,Buster,EX,Anti-World,6
377,Sodom's Beast/Draco,5-Star,Limited,Beast,ソドムズビースト／ドラコー; ドラコー,"Beast VI/S, Draco, Nero Draco (ネロ・ドラコー?), Beast of 666",16,1964,12712,1930,13160,13915,14417,16334,16944,Tange Sakura,Wada Arco,Beast,147,10.20%,0.57%,3%,0.60%,Chaotic Evil,Female,"Animal Characteristics Servant, Artoria Face, Dragon, Enuma Elish Nullification, Humanoid, Immune to Pigify, King, Roman, Servant",5,4,3,5,Arts,A,Anti-Army,8
378,Locusta,4-Star,Limited,Assassin,ロクスタ,-,12,1481,8890,1755,10971,10764,13302,12638,15634,Tsumugi Risa,BLACK,Man,104,24.20%,0.47%,4%,49.50%,Chaotic Balanced,Female,"Hominidae Servant, Humanoid, Roman, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Arts,C+,Anti-Unit / Anti-Army,4
379,Sétanta,4-Star,Event-Obtain,Saber,セタンタ,-,12,1666,9999,1799,11248,12107,13638,14215,16029,Murase Ayumu,lack,Earth,102,10%,0.83%,3%,28%,Lawful Balanced,Male,"Child Servant, Divinity, Hominidae Servant, Humanoid, Loved One, Servant, Seven Knights Servant, Weak to Enuma Elish",4,2,3,5,Quick,B+,Anti-Unit,5
380,Kashin Koji,5-Star,Limited,Assassin,果心居士,-,16,1804,11674,1843,12568,12779,13769,15000,16182,Seto Asami,Yoneyama Mai,Earth,102,25%,0.50%,4%,37.10%,Neutral Evil,Unknown,"Demonic, Feminine Looking, Immune to Pigify, Mechanical, Non-Hominidae Servant, Oni, Servant, Seven Knights Servant, Weak to Enuma Elish",5,4,3,5,Quick,B,Anti-Unit / Anti-Army,8
381,Bhima,5-Star,Story-locked,Lancer,ビーマ,Bhimasena,16,1901,12302,2059,14045,13466,15387,15807,18084,Eguchi Takuya,pako,Sky,89,12.30%,0.72%,4%,28%,Lawful Good,Male,"Divinity, Hominidae Servant, Humanoid, Loved One, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Buster,B,Anti-Unit / Anti-Army,5OC Extra Hits: 5
382,Duryodhana,4-Star,Story-locked,Berserker,ドゥリーヨダナ,Suyodhana,12,1568,9409,1800,11250,11392,14640,13376,16031,Fujinuma Kento,pako,Earth,10,4.90%,0.32%,5%,45.50%,Lawful Evil,Male,"Demonic, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",5,3,3,5,Arts,A,Anti-Army,6
383,Durga,5-Star,Limited,Archer,"ドゥルガー, カーリー",Kali,16,1983,12835,1940,13230,14050,14494,16492,17034,Shitaya Noriko,STAR Shadow Magician,Sky,148,8%,0.30%,3%,22.50%,Lawful Balanced,Female,"Divine Spirit, Divinity, Goddess Servant, Hominidae Servant, Humanoid, Immune to Pigify, Living Human, Pseudo-Servant, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,4,5,5,Arts,EX,Massacre,8
384,Medusa (Saber),5-Star,Limited,Saber,メドゥーサ,-,16,1856,12015,2089,14248,13152,15609,15438,18345,Asakawa Yuu,hotosoka,Earth,97,9.90%,1.14%,3%,21%,Chaotic Neutral,Female,"Divine Spirit, Divinity, Humanoid, Non-Hominidae Servant, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,2,4,5,Quick,A,Anti-Army,9
385,Aesc the Savior,5-Star,Limited,Caster,雨の魔女トネリコ; 救世主トネリコ; 水妃モルガン; トネリコ,"Aesc the Rain Witch, Beach Queen Morgan, Tonelico the Savior",16,1920,11828,1828,13097,12948,14348,15198,16863,Ishikawa Yui,Takeuchi Takashi,Earth,48,11%,0.62%,3%,30%,Female,"Artoria Face, Fae, Humanoid, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",QAABB,3,3,5,Buster,A++,Anti-Army,5,None
386,Artoria Caster (Berserker),5-Star,Limited,Berserker,アルトリア・キャスター,-,16,1875,12134,1862,12696,13283,13909,15591,16347,Kawasumi Ayako,Takeuchi Takashi,Star,10,5%,0.40%,5%,39%,Neutral Good,Female,"Arthur, Artoria Caster (Trait), Artoria Face, Enuma Elish Nullification, Fae, Humanoid, Non-Hominidae Servant, Round Table Knight, Servant, Seven Knights Servant, Summer Mode Servant",5,4,4,5,Arts,A+,Anti-Divine,6
387,Suzuka Gozen (Summer Vacation),4-Star,Limited,Rider,鈴鹿御前〔サマバケ〕,Suzuka Gozen (Rider),12,1558,9349,1787,11172,11320,13546,13291,15920,Touyama Nao,Takenoko Seijin,Sky,200,9.10%,0.55%,3%,30%,Neutral Summer,Female,"Divine Spirit, Divinity, Humanoid, Non-Hominidae Servant, Oni, Riding, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,4,3,5,Quick,A+,Anti-Army,5
388,Chloe von Einzbern (Avenger),4-Star,Limited,Avenger,クロエ・フォン・アインツベルン,-,12,1637,9823,1705,10659,11894,12924,13965,15189,Saito Chiwa,Hiroyama Hiroshi,Man,29,6%,0.71%,5%,8%,Chaotic Good,Female,"Child Servant, Costume-Owning, Hominidae Servant, Humanoid, Living Human, Servant, Summer Mode Servant, Weak to Enuma Elish",5,3,3,5,Quick,B++,Anti-Unit,9
389,Cnoc na Riabh Yaraan-doo,4-Star,Event-Obtain,Foreigner,ノクナレア・ヤラアーンドゥ,Knocknarea,12,1537,9225,2000,12500,11170,15156,13115,17813,Sakura Ayane,Takayama Kisai,Earth,148,14.80%,0.41%,3%,5.70%,Chaotic Evil,Female,"Fae, Humanoid, King, Non-Hominidae Servant, Obstacle Maker, Servant, Summer Mode Servant, Weak to Enuma Elish",3,3,4,5,Arts,EX,Anti-Army,4
390,Mélusine (Ruler),5-Star,Limited,Ruler,メリュジーヌ; メリュジーヌ・オンディーヌ,"Mélusine Undine, Meluko",16,1776,11495,1980,13500,12583,14790,14770,17382,Kouno Marika,CHOCO,Earth,102,10.40%,0.42%,3%,24.50%,Neutral Evil,Female,"Animal Characteristics Servant, Demonic Beast Servant, Dragon, Enuma Elish Nullification, Fae, Fairy Tale Servant, Humanoid, Immune to Pigify, Loved One, Non-Hominidae Servant, Servant, Summer Mode Servant",5,3,3,5,Arts,B,Anti-Army,5
391,UDK-Barghest,4-Star,Limited,Archer,ＵＤＫ－バーゲスト; バーゲスト; 妖精騎士バーゲスト,"Barghest, Faerie Knight Barghest, Union Defence Knights Barghest",12,1475,8851,2058,12862,10717,15595,12583,18328,Inoue Marina,MELON22,Earth,153,7.90%,0.41%,3%,36%,Chaotic Good,Female,"Animal Characteristics Servant, Demonic Beast Servant, Fae, Humanoid, Loved One, Non-Hominidae Servant, Servant, Seven Knights Servant, Stout Defender, Summer Mode Servant, Weak to Enuma Elish",4,4,3,5,Arts,B+,Anti-Army,4
392,Cait Cú Cerpriestess,4-Star,Limited,Pretender,ケット・クー・ミコケル; バーヴァン・シー; 妖精騎士トリスタン,"Baobhan Sith, Faerie Knight Tristan",12,1638,9831,1841,11506,11903,13951,13976,16396,Waki Azumi,Mochizuki Kei,Earth,99,19.80%,0.59%,3%,18%,Chaotic Evil,Female,"Demonic, Fae, Humanoid, Non-Hominidae Servant, Riding, Servant, Summer Mode Servant, Weak to Enuma Elish",4,3,3,5,Buster,A,Anti-World,6
393,Wandjina,5-Star,Limited,Foreigner,ワンジナ,"Wanjina, Wondjina",16,1935,12523,1980,13500,13708,14790,16091,17382,Haruno Anzu,Koume Keito,Sky,150,15.30%,0.75%,3%,7%,Chaotic Good,Unknown,"Costume-Owning, Existence Outside the Domain, Feminine Looking, Immune to Pigify, Non-Hominidae Servant, Servant, Weak to Enuma Elish",4,3,4,5,Quick,B+,Anti-Unit / Anti-Army,7
394,Ptolemaios,5-Star,Limited,Archer,プトレマイオス,"Ptolemy, Ptolemaeus, Ptolemy I Soter, Ptolemeu, Ptolemaîos",16,1857,12016,2048,13965,13153,15299,15439,17981,"Ono Kensho, Horiuchi Kenyu",Morii Shizuki,Man,154,9%,0.43%,3%,27%,Lawful Balanced,Male,"Hominidae Servant, Humanoid, King, Loved One, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,3,5,Buster,B++,Anti-Fortress,5
395,Sugitani Zenjūbō,3-Star,Non-Limited,Archer,杉谷善住坊,-,7,1364,7347,1742,9682,9943,13127,11678,15430,Gotou Yuuko,Takenaka Hideo,Man,145,7.90%,0.66%,3%,40.50%,Neutral Balanced,Unknown,"Feminine Looking, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Buster,C+,Anti-Unit,4
396,Theseus,3-Star,Limited,Saber,テセウス,-,7,1319,7105,1854,10302,9616,13968,11294,16418,Egoshi Akinori,Shimadoriru,Earth,102,10.20%,0.55%,3%,28%,Lawful Good,Male,"Argo-Related, Greek Mythology Male, Hominidae Servant, Humanoid, King, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Arts,C++,Anti-Unit,4
397,Takeda Shingen,5-Star,Limited,Rider,武田晴信; 武田信玄,Takeda Harunobu,16,1727,11175,2016,13748,12233,15061,14358,17701,Umehara Yuuichirou,toi8,Man,198,8.90%,0.57%,3%,38.70%,Lawful Evil,Male,"Genji, Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,4,4,5,Buster,B,Anti-Army,8
398,Nagakura Shinpachi,4-Star,Limited,Berserker,永倉新八,Sugimura Yoshie (杉村義衛?),12,1674,10044,1620,10125,12161,12276,14279,14428,Fukunishi Masaya,Hirano Ryouji,Man,10,4.90%,0.67%,5%,65%,Neutral Good,Male,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Shinsengumi Servant, Weak to Enuma Elish",4,3,3,6,Buster,-,Anti-Unit Mystic Sword,4
399,Saika Magoichi,4-Star,Limited,Archer,雑賀孫一,"Firefly (蛍, Hotaru?)",12,1499,8996,1920,12005,10892,14556,12789,17108,Oozora Naomi,Shirabi,Man,148,8%,0.75%,3%,40.50%,Lawful Good,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",5,3,3,5,Quick,C,Anti-Unit,10
400,Uesugi Kenshin,5-Star,Limited,Ruler,上杉謙信,"Nagao Kagetora (Ruler), Northern God of War (北の軍神?)",16,1776,11495,1960,13365,12583,14642,14770,17208,Mizuki Nana,Takeuchi Takashi,Earth,99,10.20%,0.62%,3%,24.50%,Chaotic Balanced,Female,"Divinity, Hominidae Servant, Humanoid, Riding, Servant, Weak to Enuma Elish",4,4,5,5,Arts,A,Anti-Unit,4
